,headline,emotion
875,"In Controversial Move, Obama Designates More Than 1 Million Acres in West as National Monument",anger
876,"In New Orleans, Media Incuriosity When the News Doesn't Fit the 'Narrative'",surprise
877,"In New Orleans, Media Incuriosity When the News Doesn't Fit the 'Narrative'",neutral
878,In Search Of Taxes That Go Astray,neutral
879,In Search Of Taxes That Go Astray,neutral
880,"In Trump¡¯s America, the Middle East Remains an Afterthought",sadness
881,"In Trump¡¯s America, the Middle East Remains an Afterthought",neutral
882,In or Out?,neutral
883,In or Out?,neutral
884,In the Rearview: Ferrari 365 GTB4/Daytona (1968-1973),neutral
885,In the Rearview: Ferrari 365 GTB4/Daytona (1968-1973),neutral
886,Inaugural Rioters Urged to ¡®Go Hard¡¯ in ¡®Only Chance¡¯ to ¡®Rove the City¡¯ Under ¡®Protocol of the Obama Era¡¯,fear
887,Inaugural Rioters Urged to ¡®Go Hard¡¯ in ¡®Only Chance¡¯ to ¡®Rove the City¡¯ Under ¡®Protocol of the Obama Era¡¯,anger
888,"Indiana Dems Need Populist Mellencamp, Not Blue Dog Ellsworth",joy
889,"Indiana Dems Need Populist Mellencamp, Not Blue Dog Ellsworth",fear
890,"Indicada por Donald Trump para ser diretora da CIA, Gina Haspel chefiou e participou de tortura",fear
891,"Indicada por Donald Trump para ser diretora da CIA, Gina Haspel chefiou e participou de tortura",neutral
892,Indignation hits the Senate floor: The Saints got robbed,neutral
893,Indignation hits the Senate floor: The Saints got robbed,anger
894,Inflation Worries Ease,joy
895,Inflation Worries Ease,fear
896,"Insult, Injury, and the Washington Post Outlook Section",anger
897,"Insult, Injury, and the Washington Post Outlook Section",disgust
898,Interim BACVA president named,neutral
899,Interim BACVA president named,neutral
900,Interior moves ahead with opening wildlife refuge next to contaminated nuclear site,disgust
901,Interior moves ahead with opening wildlife refuge next to contaminated nuclear site,fear
902,Internet Ruffles Pricey Scholarly Journals,joy
903,Internet Ruffles Pricey Scholarly Journals,neutral
904,"Internet, power industries not the same",fear
905,"Internet, power industries not the same",joy
906,Into the Woods,joy
907,Into the Woods,neutral
908,Iran Oil Exports Fall,sadness
909,Iran Oil Exports Fall,surprise
910,Iran Pastor Temporarily Released from Prison,disgust
911,Iran Pastor Temporarily Released from Prison,neutral
912,Iranian Navy Commander Announces Plans to Send Ships to Gulf of Mexico,neutral
913,Iranian Navy Commander Announces Plans to Send Ships to Gulf of Mexico,neutral
914,Iraq Vote in Limbo with Veto of Election Law,joy
915,Iraq Vote in Limbo with Veto of Election Law,neutral
916,Iraq insurgents unleash wave of terror; At least 59 killed in bombings and shootings,fear
917,Iraq insurgents unleash wave of terror; At least 59 killed in bombings and shootings,anger
918,Iraqi Shiite cleric calls additional US troops a ¡°target¡±,fear
919,Iraqi Shiite cleric calls additional US troops a ¡°target¡±,fear
920,Is Any Job Better Than No Job?,neutral
921,Is Any Job Better Than No Job?,neutral
922,Is Gandhi really in hell?,surprise
923,Is Gandhi really in hell?,fear
924,Is Israel Guilty of Genocide in Its Assault on Gaza?,fear
925,Is Israel Guilty of Genocide in Its Assault on Gaza?,neutral
926,Isle of Man glen safety warning after flash floods,surprise
927,Isle of Man glen safety warning after flash floods,fear
928,Israel defense force (field),neutral
929,Israel defense force (field),neutral
930,Israeli Foreign Minister Responds To Tlaib: ¡®Hate For Israel Overcomes Her Love For Her Grandmother¡¯,sadness
931,Israeli Foreign Minister Responds To Tlaib: ¡®Hate For Israel Overcomes Her Love For Her Grandmother¡¯,disgust
932,"Italy Growth Lags Below Euro-Area Average, With Record Debt",surprise
933,"Italy Growth Lags Below Euro-Area Average, With Record Debt",surprise
934,Italy PM: 'Priority must be to end Libya conflict',surprise
935,Italy PM: 'Priority must be to end Libya conflict',joy
936,It¡¯s Not Hyperbole: This Week¡¯s Police Violence and Political Mayhem Show a Fragile and Flailing America,disgust
937,It¡¯s Not Hyperbole: This Week¡¯s Police Violence and Political Mayhem Show a Fragile and Flailing America,anger
938,It¡¯s Time To Exercise the Legislative ¡°Veto¡±,neutral
939,It¡¯s Time To Exercise the Legislative ¡°Veto¡±,neutral
940,It¡¯s Time to Decriminalize Marijuana,neutral
941,It¡¯s Time to Decriminalize Marijuana,neutral
942,I¡¯m Just Like You: Beto O¡¯Rourke Changes a Tire!,surprise
943,I¡¯m Just Like You: Beto O¡¯Rourke Changes a Tire!,joy
944,Janet Yellen favors gender-neutral title of Fed 'chair',neutral
945,Janet Yellen favors gender-neutral title of Fed 'chair',disgust
946,"Jared Eng Called His College Pals to Help Dispose of Mom After He Killed Her, Police Say",disgust
947,"Jared Eng Called His College Pals to Help Dispose of Mom After He Killed Her, Police Say",neutral
948,Jeb Bush shows rust with stumble,surprise
949,Jeb Bush shows rust with stumble,disgust
950,Jedediah Bila Is The Latest Woman To Join ¡®The View¡¯,joy
951,Jedediah Bila Is The Latest Woman To Join ¡®The View¡¯,fear
952,Jerry Brown envisions still another public role,neutral
953,Jerry Brown envisions still another public role,neutral
954,"Jets¡¯ Marshall out, Giants¡¯ Cruz expected to play",neutral
955,"Jets¡¯ Marshall out, Giants¡¯ Cruz expected to play",surprise
956,Jews Are Leaving Faith Behind. Is That Bad for the Jews?,disgust
957,Jews Are Leaving Faith Behind. Is That Bad for the Jews?,neutral
958,Joaquin 'El Chapo' Guzm¨¢n's sons indicted on drug conspiracy charges,disgust
959,Joaquin 'El Chapo' Guzm¨¢n's sons indicted on drug conspiracy charges,surprise
960,Joe Biden Hails Stanford Rape Victim as a 'Warrior with a Solid Steel Spine',neutral
961,Joe Biden Hails Stanford Rape Victim as a 'Warrior with a Solid Steel Spine',neutral
962,John McCain and the Question of ¡°Honor¡±,neutral
963,John McCain and the Question of ¡°Honor¡±,neutral
964,Jornal ingl¨ºs cita Bolsonaro como favorito para 2018 e coloca o dedo em ferida que ningu¨¦m quer ver,neutral
965,Jornal ingl¨ºs cita Bolsonaro como favorito para 2018 e coloca o dedo em ferida que ningu¨¦m quer ver,neutral
966,Joy and Indignation Erupt in France After DSK Case Bombshell,anger
967,Joy and Indignation Erupt in France After DSK Case Bombshell,fear
968,JuJu Smith-Schuster wants LeBron to win Super Bowl with Steelers,joy
969,JuJu Smith-Schuster wants LeBron to win Super Bowl with Steelers,neutral
970,Judge Blocks Keystone XL Pipeline Construction Over Environmental Concerns in a 'Landmark' Ruling,neutral
971,Judge Blocks Keystone XL Pipeline Construction Over Environmental Concerns in a 'Landmark' Ruling,joy
972,Judge Orders Ohio to Recognize Gay Marriage on Man's Death Certificate,joy
973,Judge Orders Ohio to Recognize Gay Marriage on Man's Death Certificate,joy
974,Judge Rejects Death Row Prisoner Troy Davis¡¯s Innocence Claim,fear
975,Judge Rejects Death Row Prisoner Troy Davis¡¯s Innocence Claim,neutral
976,Just goes to show you never can tell,neutral
977,Just goes to show you never can tell,neutral
978,Just in case you¡¯re cold¡­,neutral
979,Just in case you¡¯re cold¡­,fear
980,Justin Bieber Engaged to Hailey Baldwin: Here's What She Says About Knowing God,surprise
981,Justin Bieber Engaged to Hailey Baldwin: Here's What She Says About Knowing God,fear
982,Kanye West Drops New Album on Christmas Day: 'Sunday Service: Jesus is Born',disgust
983,Kanye West Drops New Album on Christmas Day: 'Sunday Service: Jesus is Born',neutral
984,"Kanye, Beyonc¨¦ Ignore Human Rights for Cash",disgust
985,"Kanye, Beyonc¨¦ Ignore Human Rights for Cash",disgust
986,Katy Perry Isn¡¯t The Super Bowl Halftime Performer We Need Or Deserve,disgust
987,Katy Perry Isn¡¯t The Super Bowl Halftime Performer We Need Or Deserve,anger
988,Keeping Grandma and Grandpa Flu-Free,fear
989,Keeping Grandma and Grandpa Flu-Free,neutral
990,Keeping the peace: Mexican protesters say non-violence is key to change,neutral
991,Keeping the peace: Mexican protesters say non-violence is key to change,neutral
992,Kentucky Sen. Rand Paul Airs His Festivus Grievances,joy
993,Kentucky Sen. Rand Paul Airs His Festivus Grievances,neutral
994,Kim Kardashian: Don¡¯t like my naked selfies? Don¡¯t look at them.,anger
995,Kim Kardashian: Don¡¯t like my naked selfies? Don¡¯t look at them.,disgust
996,King v. Burwell: Did the Supreme Court already tip its hand?,disgust
997,King v. Burwell: Did the Supreme Court already tip its hand?,disgust
998,Knicks¡¯ fix of pathetic defense must start with Carmelo Anthony,neutral
999,Knicks¡¯ fix of pathetic defense must start with Carmelo Anthony,disgust
1000,Krispy Kreme ice cream -- or cereal?,surprise
1001,Krispy Kreme ice cream -- or cereal?,joy
1002,LA¡¯s Gigantic Homeless Problem Could Derail Anti-Trump Mayor¡¯s White House Bid,fear
1003,LA¡¯s Gigantic Homeless Problem Could Derail Anti-Trump Mayor¡¯s White House Bid,disgust
1004,Lamar Smith won¡¯t seek reelection to House,neutral
1005,Lamar Smith won¡¯t seek reelection to House,neutral
1006,Landry says best friend OBJ not looking to bolt Browns,joy
1007,Landry says best friend OBJ not looking to bolt Browns,neutral
1008,"Larry Kudlow caves, apologizes to Nikki Haley for saying she was confused about Russia sanctions",neutral
1009,"Larry Kudlow caves, apologizes to Nikki Haley for saying she was confused about Russia sanctions",neutral
1010,Laura Ingraham¡¯s ¡®Demographic Changes¡± Rant is Not a Matter of Law and Order ¨C It¡¯s a Rallying Cry to Trump¡¯s Base,disgust
1011,Laura Ingraham¡¯s ¡®Demographic Changes¡± Rant is Not a Matter of Law and Order ¨C It¡¯s a Rallying Cry to Trump¡¯s Base,surprise
1012,Lawmakers Want NASA to Postpone New Space Plane,neutral
1013,Lawmakers Want NASA to Postpone New Space Plane,anger
1014,Leader of Group Cited in ¡®Dylann Roof Manifesto¡¯ Donated to Top Republicans,neutral
1015,Leader of Group Cited in ¡®Dylann Roof Manifesto¡¯ Donated to Top Republicans,disgust
1016,Lebanese Christians Prepare for ISIS Invasion,anger
1017,Lebanese Christians Prepare for ISIS Invasion,anger
1018,Lessons from sheep shearing,neutral
1019,Lessons from sheep shearing,neutral
1020,Letter Details FBI Plan for Secretive Anti-Radicalization Committees,fear
1021,Letter Details FBI Plan for Secretive Anti-Radicalization Committees,neutral
1022,Life After Affirmative Action,joy
1023,Life After Affirmative Action,neutral
1024,Lights go dim on Democrat fortunes,surprise
1025,Lights go dim on Democrat fortunes,neutral
1026,Lindor homers in native Puerto Rico as Indians top Twins 6-1,neutral
1027,Lindor homers in native Puerto Rico as Indians top Twins 6-1,neutral
1028,Lindsay Lohan Slams Some #MeToo Accusers As ¡®Weak¡¯,anger
1029,Lindsay Lohan Slams Some #MeToo Accusers As ¡®Weak¡¯,surprise
1030,Lobbyists Ramp Up Efforts On Health Care Changes,joy
1031,Lobbyists Ramp Up Efforts On Health Care Changes,fear
1032,Looking back at past memorable Vikings stadium moments,neutral
1033,Looking back at past memorable Vikings stadium moments,joy
1034,Lorrie Moore¡¯s New Collection Is a Chronicle of Everyday Amazement,joy
1035,Lorrie Moore¡¯s New Collection Is a Chronicle of Everyday Amazement,fear
1036,Losing Their Conservatives Means Democrats Losing Elections,neutral
1037,Losing Their Conservatives Means Democrats Losing Elections,neutral
1038,"MAGA is Vindicated: February, 2017 Edition",surprise
1039,"MAGA is Vindicated: February, 2017 Edition",disgust
1040,MARSHAL TOOK 3 POINT-BLANK SHOTS TO HEAD,neutral
1041,MARSHAL TOOK 3 POINT-BLANK SHOTS TO HEAD,neutral
1042,METROPOLITAN "Down for You Is ...,neutral
1043,METROPOLITAN "Down for You Is ...,neutral
1044,MI5 and Mohammed Emwazi: The history of 'Jihadi John',anger
1045,MI5 and Mohammed Emwazi: The history of 'Jihadi John',anger
1046,MIDEAST STOCKS-Dubai leads region-wide gains after Fed keeps stimulus steady,joy
1047,MIDEAST STOCKS-Dubai leads region-wide gains after Fed keeps stimulus steady,neutral
1048,MLB Bans Playing In Venezuela To Comply With Trump Order,disgust
1049,MLB Bans Playing In Venezuela To Comply With Trump Order,neutral
1050,MSM Whitewashes CBO Obamacare Report,disgust
1051,MSM Whitewashes CBO Obamacare Report,neutral
1052,MSNBC host Joy Reid tries to bash Trump over 'Soviet' wives ¡ª it backfires spectacularly,surprise
1053,MSNBC host Joy Reid tries to bash Trump over 'Soviet' wives ¡ª it backfires spectacularly,disgust
1054,MSNBC¡¯s Jason Johnson: Biden Trying to Win Nom with ¡®Obama Mask¡¯,neutral
1055,MSNBC¡¯s Jason Johnson: Biden Trying to Win Nom with ¡®Obama Mask¡¯,disgust
1056,MTV aims for record-setting week,neutral
1057,MTV aims for record-setting week,neutral
1058,Macron and Le Pen pay tribute to officer killed in Champs ¨¦lys¨¦es attack,neutral
1059,Macron and Le Pen pay tribute to officer killed in Champs ¨¦lys¨¦es attack,sadness
1060,Made in the Shade,joy
1061,Made in the Shade,joy
1062,Magical Thinking Is Really Common in Contemporary Society ¨C That¡¯s a Serious Problem,fear
1063,Magical Thinking Is Really Common in Contemporary Society ¨C That¡¯s a Serious Problem,fear
1064,Making Med Schools More Diverse,neutral
1065,Making Med Schools More Diverse,disgust
1066,Making the Difference,joy
1067,Making the Difference,neutral
1068,Malaysia PM chides lawmaker for saluting Hitler,disgust
1069,Malaysia PM chides lawmaker for saluting Hitler,anger
1070,Man Dressed as Elsa Pushes Police Vehicle Out of Snow in Boston,surprise
1071,Man Dressed as Elsa Pushes Police Vehicle Out of Snow in Boston,neutral
1072,March Madness arrives: Round 1 of NCAA Tournament starts,neutral
1073,March Madness arrives: Round 1 of NCAA Tournament starts,joy
1074,Marco Rubio¡¯s Tough Sell on Immigration,neutral
1075,Marco Rubio¡¯s Tough Sell on Immigration,neutral
1076,Mario Balotelli proposes to girlfriend before England v Italy in World Cup,surprise
1077,Mario Balotelli proposes to girlfriend before England v Italy in World Cup,joy
1078,Mario Cantone¡¯s Scaramucci Kisses President Trump Goodbye,joy
1079,Mario Cantone¡¯s Scaramucci Kisses President Trump Goodbye,joy
1080,Mark Lima Named Fusion's VP of News,neutral
1081,Mark Lima Named Fusion's VP of News,disgust
1082,Markets have muted reaction to long-awaited China trade deal,neutral
1083,Markets have muted reaction to long-awaited China trade deal,neutral
1084,Mart¨ªnez Is on Target in His Spring Debut,fear
1085,Mart¨ªnez Is on Target in His Spring Debut,neutral
1086,Mary-Kate And Ashley Olsen Postpone The Row Show,sadness
1087,Mary-Kate And Ashley Olsen Postpone The Row Show,neutral
1088,Mass. Gov.: Barney Frank Is One of the Best Congressmen the Country Has Ever Seen,joy
1089,Mass. Gov.: Barney Frank Is One of the Best Congressmen the Country Has Ever Seen,joy
1090,Mathematical Notes in the Wake of the Primary¡¯s End,surprise
1091,Mathematical Notes in the Wake of the Primary¡¯s End,neutral
1092,McCain wants to expand VA Choice Card program,neutral
1093,McCain wants to expand VA Choice Card program,neutral
1094,Meet the Press,neutral
1095,Meet the Press,neutral
1096,Mets¡¯ inspired rally vs. Kershaw is ruined by Jeurys Familia,sadness
1097,Mets¡¯ inspired rally vs. Kershaw is ruined by Jeurys Familia,anger
1098,Michael Moore Backs Call to Reopen Investigation of 9/11 Attacks,fear
1099,Michael Moore Backs Call to Reopen Investigation of 9/11 Attacks,joy
1100,"Military Health, Face Transplant Edition",neutral
1101,"Military Health, Face Transplant Edition",anger
1102,Minnesota Boy Takes Cement Truck on Joyride  ,surprise
1103,Minnesota Boy Takes Cement Truck on Joyride  ,surprise
1104,Mississippi unveils its new 'In God We Trust' license plates,neutral
1105,Mississippi unveils its new 'In God We Trust' license plates,neutral
1106,Mom accidentally shot by 4-year-old son,anger
1107,Mom accidentally shot by 4-year-old son,sadness
1108,Most Buying Since 1993 Refutes Default Wave Specter: Muni Credit,neutral
1109,Most Buying Since 1993 Refutes Default Wave Specter: Muni Credit,neutral
1110,Mugabe Returns To Zimbabwe After Africa Summit,neutral
1111,Mugabe Returns To Zimbabwe After Africa Summit,neutral
1112,"N. Korea Fires Projectiles Twice Into Sea, S. Korea Says",sadness
1113,"N. Korea Fires Projectiles Twice Into Sea, S. Korea Says",fear
1114,NAZI WHISPERS: Dutch Govt Official Tells Man With Down Syndrome How ¡®Expensive¡¯ He Is,disgust
1115,NAZI WHISPERS: Dutch Govt Official Tells Man With Down Syndrome How ¡®Expensive¡¯ He Is,disgust
1116,NEWS WATCH: PORTABLE AUDIO; Music Lasts Longer on a Hybrid Player,neutral
1117,NEWS WATCH: PORTABLE AUDIO; Music Lasts Longer on a Hybrid Player,neutral
1118,NRCC Outraises DCCC,neutral
1119,NRCC Outraises DCCC,surprise
1120,NYC soda ban hits restaurants Tuesday,neutral
1121,NYC soda ban hits restaurants Tuesday,neutral
1122,NYT Debt Downgraded to Junk as Ad Revenues Fall,sadness
1123,NYT Debt Downgraded to Junk as Ad Revenues Fall,neutral
1124,NYT: Fake Ads on Facebook May Have Affected California Congressional Race,disgust
1125,NYT: Fake Ads on Facebook May Have Affected California Congressional Race,fear
1126,Natalia Vodianova To Star In 'Belle du Seigneur' With Jonathan Rhys Meyers,neutral
1127,Natalia Vodianova To Star In 'Belle du Seigneur' With Jonathan Rhys Meyers,joy
1128,Nationalize California¡¯s Pacific Gas & Electric,sadness
1129,Nationalize California¡¯s Pacific Gas & Electric,neutral
1130,Nearly 200 Possibly Exposed to Measles at Arizona Hospital,fear
1131,Nearly 200 Possibly Exposed to Measles at Arizona Hospital,neutral
1132,Netanyahu meets Putin amid new round of Syria strikes,fear
1133,Netanyahu meets Putin amid new round of Syria strikes,surprise
1134,"New Federal Report: Climate Change Is Really, Really Scary",sadness
1135,"New Federal Report: Climate Change Is Really, Really Scary",fear
1136,"New Fire Hits the 405 Freeway, in the Heart of Los Angeles",fear
1137,"New Fire Hits the 405 Freeway, in the Heart of Los Angeles",fear
1138,"New War, Old Weapons",fear
1139,"New War, Old Weapons",fear
1140,New York City Plans To Repeal Gay Conversion Therapy Ban Against Legal Challenge,joy
1141,New York City Plans To Repeal Gay Conversion Therapy Ban Against Legal Challenge,anger
1142,New York Jets lose to New England Patriots after controversial call,sadness
1143,New York Jets lose to New England Patriots after controversial call,neutral
1144,"New York Red Bulls beat Columbus Crew to advance, frees Gregg Berhalter for USMNT",surprise
1145,"New York Red Bulls beat Columbus Crew to advance, frees Gregg Berhalter for USMNT",neutral
1146,New York is the first major city to allow free calls from jail ,surprise
1147,New York is the first major city to allow free calls from jail ,surprise
1148,New Zealand's Whanganui River Has Been Granted the Same Legal Rights as a Person,surprise
1149,New Zealand's Whanganui River Has Been Granted the Same Legal Rights as a Person,surprise
1150,Newport Beach police launch podcast to help capture missing murder suspect,joy
1151,Newport Beach police launch podcast to help capture missing murder suspect,neutral
1152,Nigerian farmers to sue Shell in the Netherlands. Can they do that?,neutral
1153,Nigerian farmers to sue Shell in the Netherlands. Can they do that?,surprise
1154,"No Baggage, No Refund",neutral
1155,"No Baggage, No Refund",neutral
1156,No More Bullshit: Prepare for Trump Unleashed,fear
1157,No More Bullshit: Prepare for Trump Unleashed,disgust
1158,"No, The Difference Between Dolezal And Jenner Is Not ¡®Fraud¡¯",disgust
1159,"No, The Difference Between Dolezal And Jenner Is Not ¡®Fraud¡¯",disgust
1160,"No. 1 Kentucky, No. 4 Duke take easy rout in Indy",neutral
1161,"No. 1 Kentucky, No. 4 Duke take easy rout in Indy",surprise
1162,Noah Webster Would Have Loved Urban Dictionary,joy
1163,Noah Webster Would Have Loved Urban Dictionary,neutral
1164,"Noam Chomsky on the Global Economic Crisis, Healthcare, US Foreign Policy and Resistance to American Empire",neutral
1165,"Noam Chomsky on the Global Economic Crisis, Healthcare, US Foreign Policy and Resistance to American Empire",neutral
1166,"North Korea Talks Must Wait to Avoid ¡®Cold War¡¯ Split, Yu Says",fear
1167,"North Korea Talks Must Wait to Avoid ¡®Cold War¡¯ Split, Yu Says",neutral
1168,North Korean-born sons of U.S. defector appear in propaganda video,surprise
1169,North Korean-born sons of U.S. defector appear in propaganda video,anger
1170,"Not Much Traffic, but a Steady Jam",neutral
1171,"Not Much Traffic, but a Steady Jam",anger
1172,Not ready yet to file your taxes? Time to get an extension,neutral
1173,Not ready yet to file your taxes? Time to get an extension,neutral
1174,Novak Djokovic beats Milos Raonic to keep No. 1 hopes alive,neutral
1175,Novak Djokovic beats Milos Raonic to keep No. 1 hopes alive,neutral
1176,Nurses: Hundreds punished by other states maintain California licenses,anger
1177,Nurses: Hundreds punished by other states maintain California licenses,sadness
1178,"Obama Calls Trump's Reversal On DREAMers 'Self-Defeating,' 'Cruel'",anger
1179,"Obama Calls Trump's Reversal On DREAMers 'Self-Defeating,' 'Cruel'",neutral
1180,Obama Praises Young Activists Demanding Gun Control After Florida,neutral
1181,Obama Praises Young Activists Demanding Gun Control After Florida,anger
1182,Obama Should Take on the Private Sector¡¯s Wage Delusion,neutral
1183,Obama Should Take on the Private Sector¡¯s Wage Delusion,neutral
1184,Obama Tells Border Agents To Stand Down,neutral
1185,Obama Tells Border Agents To Stand Down,neutral
1186,Obama curbs ethanol in blow to corn growers,anger
1187,Obama curbs ethanol in blow to corn growers,neutral
1188,Obama cuts short sentences for 111 federal inmates,disgust
1189,Obama cuts short sentences for 111 federal inmates,surprise
1190,Obama's Anti-War Base Keeping Its Powder Dry As New Iraq Action Unfolds,disgust
1191,Obama's Anti-War Base Keeping Its Powder Dry As New Iraq Action Unfolds,anger
1192,"Obama, Pelosi raise money for Dems",neutral
1193,"Obama, Pelosi raise money for Dems",neutral
1194,Obama¡¯s Clean Power Plan: How Much Staying Power?,neutral
1195,Obama¡¯s Clean Power Plan: How Much Staying Power?,neutral
1196,Obama¡¯s Lincoln,neutral
1197,Obama¡¯s Lincoln,neutral
1198,"Obama¡¯s Winter Vacation Costs Hawaii Police Department $341,000 in Overtime Pay",anger
1199,"Obama¡¯s Winter Vacation Costs Hawaii Police Department $341,000 in Overtime Pay",neutral
1200,Of Horses and Rifles,neutral
1201,Of Horses and Rifles,fear
1202,"Officials' Jobs Raise Eyebrows, Ethical Issues",anger
1203,"Officials' Jobs Raise Eyebrows, Ethical Issues",neutral
1204,Officials: Manchac greenway project is making progress,joy
1205,Officials: Manchac greenway project is making progress,neutral
1206,"Oh, This is REAL Classy",neutral
1207,"Oh, This is REAL Classy",disgust
1208,Oklahoma governor compares striking teachers to ¡®a teenager wanting a better car¡¯,disgust
1209,Oklahoma governor compares striking teachers to ¡®a teenager wanting a better car¡¯,anger
1210,"On Iraq, What is the Democrats' Endgame?",anger
1211,"On Iraq, What is the Democrats' Endgame?",disgust
1212,One woman who accused Cain of sexual harassment now works for Obama,surprise
1213,One woman who accused Cain of sexual harassment now works for Obama,disgust
1214,"One year later, Rohingya still needs help and needs to be heard",sadness
1215,"One year later, Rohingya still needs help and needs to be heard",sadness
1216,"Opinion: Pochos, Prejudice and Spanish-Shaming    ",disgust
1217,"Opinion: Pochos, Prejudice and Spanish-Shaming    ",joy
1218,"Oprah Winfrey on Living Her ¡®Best Life¡¯, New TV Drama ¡®Greenleaf¡¯",neutral
1219,"Oprah Winfrey on Living Her ¡®Best Life¡¯, New TV Drama ¡®Greenleaf¡¯",neutral
1220,Oprah goes small for love show,neutral
1221,Oprah goes small for love show,surprise
1222,Options on Euro-Dollar Futures Herald U.S. Negative Rates: Chart,neutral
1223,Options on Euro-Dollar Futures Herald U.S. Negative Rates: Chart,sadness
1224,Organizing the Choke Points,neutral
1225,Organizing the Choke Points,neutral
1226,Os rem¨¦dios n?o faziam mais efeito. Ela trocou pela maconha e controlou a depress?o.,neutral
1227,Os rem¨¦dios n?o faziam mais efeito. Ela trocou pela maconha e controlou a depress?o.,neutral
1228,"Overnight Tech: Round two in John Oliver, FCC fight over net neutrality | Sinclair to buy Tribune for $3.9B | Writers Guild blasts FCC over Colbert | What Macron's win means for tech",joy
1229,"Overnight Tech: Round two in John Oliver, FCC fight over net neutrality | Sinclair to buy Tribune for $3.9B | Writers Guild blasts FCC over Colbert | What Macron's win means for tech",neutral
1230,"Owner is 'devastated' after five-month-old zebra on the loose in New York state is found dead after a $1,000 reward was offered to anyone who located her",surprise
1231,"Owner is 'devastated' after five-month-old zebra on the loose in New York state is found dead after a $1,000 reward was offered to anyone who located her",sadness
1232,PLUS: BOXING; Kirk Johnson Wins In Second Round,joy
1233,PLUS: BOXING; Kirk Johnson Wins In Second Round,neutral
1234,POULOS: Multiculturalism Stands Athwart America Itself,neutral
1235,POULOS: Multiculturalism Stands Athwart America Itself,neutral
1236,PRAGER: Male Sexual Nature: A Primer For The College-Educated,neutral
1237,PRAGER: Male Sexual Nature: A Primer For The College-Educated,neutral
1238,PRECIOUS-Gold edges down after equity-driven rally ,neutral
1239,PRECIOUS-Gold edges down after equity-driven rally ,neutral
1240,Palestinians Flee Gaza as Israeli Airstrikes Enter Seventh Day,anger
1241,Palestinians Flee Gaza as Israeli Airstrikes Enter Seventh Day,disgust
1242,Pant Du vineyard in Gwynedd produces its first red wine,neutral
1243,Pant Du vineyard in Gwynedd produces its first red wine,joy
1244,Pantry Raid,joy
1245,Pantry Raid,neutral
1246,"Para comandante da Rota, pol¨ªcia de branco rico tem que ser diferente da pol¨ªcia de negro pobre",neutral
1247,"Para comandante da Rota, pol¨ªcia de branco rico tem que ser diferente da pol¨ªcia de negro pobre",fear
1248,"Parade says its spring, weather or not",neutral
1249,"Parade says its spring, weather or not",neutral
1250,Parents release letter from ISIS hostage,sadness
1251,Parents release letter from ISIS hostage,fear
1252,"Parents, Social Workers Fight over Child's Gender Identity",sadness
1253,"Parents, Social Workers Fight over Child's Gender Identity",neutral
1254,Parody Website Puts Mormon Church in Awkward Spot After Fake Apology for Its History of Racism Goes Viral,disgust
1255,Parody Website Puts Mormon Church in Awkward Spot After Fake Apology for Its History of Racism Goes Viral,neutral
1256,Paul Ryan weighs in on 'Yanny vs. Laurel' debate,neutral
1257,Paul Ryan weighs in on 'Yanny vs. Laurel' debate,neutral
1258,Paul Ryan's bizarre speech was a de facto endorsement of Donald Trump,neutral
1259,Paul Ryan's bizarre speech was a de facto endorsement of Donald Trump,joy
1260,Pentagon: Military casualties in Colo.,sadness
1261,Pentagon: Military casualties in Colo.,sadness
1262,Peppermint Oil: Top 5 Health Benefits,surprise
1263,Peppermint Oil: Top 5 Health Benefits,joy
1264,Perfect 10: Jimmie Johnson wins at Dover International Speedway for 10th time,neutral
1265,Perfect 10: Jimmie Johnson wins at Dover International Speedway for 10th time,neutral
1266,Perry Suspends Presidential Campaign,neutral
1267,Perry Suspends Presidential Campaign,neutral
1268,Perry: Making America Great Again Starts With Our Veterans,joy
1269,Perry: Making America Great Again Starts With Our Veterans,fear
1270,Photos emerge of U.S. troops posing with corpses,fear
1271,Photos emerge of U.S. troops posing with corpses,disgust
1272,Pick Tupperware to Lock in Gains,neutral
1273,Pick Tupperware to Lock in Gains,neutral
1274,Pink pride in Paris,joy
1275,Pink pride in Paris,neutral
1276,Planned Parenthood Pushes Back Against GOP on Birth Control Support,fear
1277,Planned Parenthood Pushes Back Against GOP on Birth Control Support,joy
1278,Playing Into His Hands,neutral
1279,Playing Into His Hands,surprise
1280,"Please, Please Stop Making Mittens for Koalas",joy
1281,"Please, Please Stop Making Mittens for Koalas",sadness
1282,Police release video showing state Rep. Keith Perry striking a man,surprise
1283,Police release video showing state Rep. Keith Perry striking a man,neutral
1284,Police: Gunman who took Ga. firefighters hostage gave no signs of compromise,disgust
1285,Police: Gunman who took Ga. firefighters hostage gave no signs of compromise,surprise
1286,"Police: Man jumps from O'Hare terminal, taken to hospital",neutral
1287,"Police: Man jumps from O'Hare terminal, taken to hospital",sadness
1288,Political Head-Butts: Who Deserves 'Em?,surprise
1289,Political Head-Butts: Who Deserves 'Em?,neutral
1290,Politically Appointed Ambassadors May Not Be As Effective,neutral
1291,Politically Appointed Ambassadors May Not Be As Effective,neutral
1292,Politician Deletes Post With Beyonc¨¦ Lyrics After BLM Bullies Her For ¡®Appropriation¡¯,anger
